onset	duration	trial_type	value	sample	story	story_uid	sound_id	kind	start	sound	phoneme	word	sequence_id	condition	word_index	speech_rate	voice	pronounced
40.242	0.0	sound	976	40242	cable_spool_fort	1	0	sound	0	stimuli/audio/cable_spool_fort_0.0.wav	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
40.242	0.05	phoneme	1	40242	cable_spool_fort	1	0	phoneme	0	stimuli/audio/cable_spool_fort_0.wav	dh_B	n/a	0	sentence	0	160	Ava	1
40.242	0.13	word	977	40242	cable_spool_fort	1	0	word	0	stimuli/audio/cable_spool_fort_0.wav	n/a	The	0	sentence	0	160	Ava	1
40.292	0.08	phoneme	2	40292	cable_spool_fort	1	0	phoneme	0.05	stimuli/audio/cable_spool_fort_0.wav	ah_E	n/a	0	sentence	0	160	Ava	1
40.372	0.15	phoneme	3	40372	cable_spool_fort	1	0	phoneme	0.13	stimuli/audio/cable_spool_fort_0.wav	k_B	n/a	0	sentence	1	160	Ava	1
40.372	0.48	word	978	40372	cable_spool_fort	1	0	word	0.13	stimuli/audio/cable_spool_fort_0.wav	n/a	Cable	0	sentence	1	160	Ava	1
40.522	0.1399999999999999	phoneme	4	40522	cable_spool_fort	1	0	phoneme	0.28	stimuli/audio/cable_spool_fort_0.wav	ey_I	n/a	0	sentence	1	160	Ava	1
40.662	0.02	phoneme	5	40662	cable_spool_fort	1	0	phoneme	0.42	stimuli/audio/cable_spool_fort_0.wav	b_I	n/a	0	sentence	1	160	Ava	1
40.682	0.07	phoneme	6	40682	cable_spool_fort	1	0	phoneme	0.44	stimuli/audio/cable_spool_fort_0.wav	ah_I	n/a	0	sentence	1	160	Ava	1
40.752	0.0999999999999999	phoneme	7	40752	cable_spool_fort	1	0	phoneme	0.51	stimuli/audio/cable_spool_fort_0.wav	l_E	n/a	0	sentence	1	160	Ava	1
41.262	0.1199999999999998	phoneme	8	41262	cable_spool_fort	1	0	phoneme	1.02	stimuli/audio/cable_spool_fort_0.wav	f_B	n/a	0	sentence	3	160	Ava	1
41.262	0.4199999999999999	word	979	41262	cable_spool_fort	1	0	word	1.02	stimuli/audio/cable_spool_fort_0.wav	n/a	Fort	0	sentence	3	160	Ava	1
41.382	0.1200000000000001	phoneme	9	41382	cable_spool_fort	1	0	phoneme	1.14	stimuli/audio/cable_spool_fort_0.wav	ao_I	n/a	0	sentence	3	160	Ava	1
41.502	0.07	phoneme	10	41502	cable_spool_fort	1	0	phoneme	1.26	stimuli/audio/cable_spool_fort_0.wav	r_I	n/a	0	sentence	3	160	Ava	1
41.572	0.1099999999999998	phoneme	11	41572	cable_spool_fort	1	0	phoneme	1.33	stimuli/audio/cable_spool_fort_0.wav	t_E	n/a	0	sentence	3	160	Ava	1
41.712	0.08	phoneme	12	41712	cable_spool_fort	1	0	phoneme	1.47	stimuli/audio/cable_spool_fort_0.wav	b_B	n/a	0	sentence	4	160	Ava	1
41.712	0.2299999999999999	word	980	41712	cable_spool_fort	1	0	word	1.47	stimuli/audio/cable_spool_fort_0.wav	n/a	by	0	sentence	4	160	Ava	1
41.792	0.1499999999999999	phoneme	13	41792	cable_spool_fort	1	0	phoneme	1.55	stimuli/audio/cable_spool_fort_0.wav	ay_E	n/a	0	sentence	4	160	Ava	1
41.942	0.08	phoneme	14	41942	cable_spool_fort	1	0	phoneme	1.7	stimuli/audio/cable_spool_fort_0.wav	b_B	n/a	0	sentence	5	160	Ava	1
41.942	0.25	word	981	41942	cable_spool_fort	1	0	word	1.7	stimuli/audio/cable_spool_fort_0.wav	n/a	Bill	0	sentence	5	160	Ava	1
42.022	0.09	phoneme	15	42022	cable_spool_fort	1	0	phoneme	1.78	stimuli/audio/cable_spool_fort_0.wav	ih_I	n/a	0	sentence	5	160	Ava	1
42.112	0.0799999999999998	phoneme	16	42112	cable_spool_fort	1	0	phoneme	1.87	stimuli/audio/cable_spool_fort_0.wav	l_E	n/a	0	sentence	5	160	Ava	1
42.192	0.09	phoneme	17	42192	cable_spool_fort	1	0	phoneme	1.95	stimuli/audio/cable_spool_fort_0.wav	g_B	n/a	0	sentence	6	160	Ava	1
42.192	0.5999999999999999	word	982	42192	cable_spool_fort	1	0	word	1.95	stimuli/audio/cable_spool_fort_0.wav	n/a	Glover	0	sentence	6	160	Ava	1
42.282	0.1299999999999999	phoneme	114	42282	cable_spool_fort	1	0	phoneme	2.04	stimuli/audio/cable_spool_fort_0.wav	l_I	n/a	0	sentence	6	160	Ava	1
42.412	0.0500000000000002	phoneme	115	42412	cable_spool_fort	1	0	phoneme	2.17	stimuli/audio/cable_spool_fort_0.wav	ah_I	n/a	0	sentence	6	160	Ava	1
42.462	0.0899999999999998	phoneme	116	42462	cable_spool_fort	1	0	phoneme	2.22	stimuli/audio/cable_spool_fort_0.wav	v_I	n/a	0	sentence	6	160	Ava	1
42.552	0.2399999999999997	phoneme	117	42552	cable_spool_fort	1	0	phoneme	2.31	stimuli/audio/cable_spool_fort_0.wav	er_E	n/a	0	sentence	6	160	Ava	1
43.362	0.1399999999999996	phoneme	221	43362	cable_spool_fort	1	0	phoneme	3.12	stimuli/audio/cable_spool_fort_0.wav	hh_B	n/a	1	sentence	0	160	Ava	1
43.362	0.52	word	1048	43362	cable_spool_fort	1	0	word	3.12	stimuli/audio/cable_spool_fort_0.wav	n/a	Hey	1	sentence	0	160	Ava	1
43.502	0.3800000000000003	phoneme	222	43502	cable_spool_fort	1	0	phoneme	3.26	stimuli/audio/cable_spool_fort_0.wav	ey_E	n/a	1	sentence	0	160	Ava	1
44.122	0.1200000000000001	phoneme	223	44122	cable_spool_fort	1	0	phoneme	3.88	stimuli/audio/cable_spool_fort_0.wav	r_B	n/a	1	sentence	1	160	Ava	1
44.122	0.5499999999999998	word	1049	44122	cable_spool_fort	1	0	word	3.88	stimuli/audio/cable_spool_fort_0.wav	n/a	Roy	1	sentence	1	160	Ava	1
44.242	0.4299999999999997	phoneme	335	44242	cable_spool_fort	1	0	phoneme	4	stimuli/audio/cable_spool_fort_0.wav	oy_E	n/a	1	sentence	1	160	Ava	1
46.662	0.08	phoneme	550	46662	cable_spool_fort	1	0	phoneme	6.42	stimuli/audio/cable_spool_fort_0.wav	w_B	n/a	2	sentence	0	205	Allison	1
46.662	0.2199999999999997	word	1149	46662	cable_spool_fort	1	0	word	6.42	stimuli/audio/cable_spool_fort_0.wav	n/a	What	2	sentence	0	205	Allison	1
46.742	0.04	phoneme	551	46742	cable_spool_fort	1	0	phoneme	6.5	stimuli/audio/cable_spool_fort_0.wav	ah_I	n/a	2	sentence	0	205	Allison	1
46.782	0.0999999999999996	phoneme	552	46782	cable_spool_fort	1	0	phoneme	6.54	stimuli/audio/cable_spool_fort_0.wav	t_E	n/a	2	sentence	0	205	Allison	1
47.482	0.1200000000000001	phoneme	657	47482	cable_spool_fort	1	0	phoneme	7.24	stimuli/audio/cable_spool_fort_0.wav	y_B	n/a	3	sentence	0	190	Samantha	1
